ID_KEL;Nama_provinsi;nama_kota;nama_kecamatan;nama_kelurahan;SUSPEK;Perawatan RS;Isolasi di Rumah;Suspek Meninggal;Selesai Isolasi;PROBABLE;Perawatan RS;Isolasi di Rumah;Probable Meninggal;Selesai Isolasi;PELAKU PERJALANAN;Perawatan RS;Isolasi di Rumah;Selesai Isolasi;KONTAK ERAT;Perawatan RS;Isolasi di Rumah;Selesai Isolasi;DISCARDED;Isolasi di Rumah;Meninggal;Selesai Isolasi;POSITIF;Dirawat;Sembuh;Meninggal;Self Isolation;Keterangan
3172021005;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;KEBON BAWANG;4324;0;138;1;4185;16;2;0;0;14;82;0;8;74;5303;0;134;5169;187;0;0;187;2007;42;1921;25;19;
3173051001;DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;KEBON JERUK;4977;0;307;5;4665;20;1;0;0;19;58;0;10;48;7630;0;224;7406;77;0;0;77;2933;42;2738;53;100;
3171071006;DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;KEBON KACANG;2092;0;57;1;2034;15;0;0;0;15;141;0;4;137;2014;0;38;1976;15;0;0;15;922;13;872;19;18;
3171011005;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;KEBON KELAPA;859;0;44;1;814;6;0;0;0;6;552;0;1;551;2403;0;45;2358;12;0;0;12;478;8;449;8;13;
3171031002;DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;KEBON KOSONG;4287;0;160;5;4122;11;0;0;0;11;1717;0;10;1707;6910;0;342;6568;52;0;0;52;1849;52;1754;21;22;
3175011005;DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;KEBON MANGGIS;1463;0;42;4;1417;13;0;0;0;13;63;0;3;60;1915;0;60;1855;44;0;0;44;819;6;773;20;20;
3171071005;DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;KEBON MELATI;2698;0;87;3;2608;25;2;0;0;23;67;0;3;64;3138;0;57;3081;11;0;0;11;1231;19;1168;27;17;
3175081003;DKI JAKARTA;JAKARTA TIMUR;MAKASAR;KEBON PALA;2603;1;142;1;2459;13;0;0;0;13;30;0;2;28;4370;0;126;4244;40;0;0;40;2080;28;1990;41;21;
3171061005;DKI JAKARTA;JAKARTA PUSAT;MENTENG;KEBON SIRIH;918;0;34;2;882;18;2;0;0;16;383;0;4;379;1366;0;35;1331;29;0;0;29;530;7;486;9;28;
3173011004;DKI JAKARTA;JAKARTA BARAT;CENGKARENG;KEDAUNG KALI ANGKE;2346;0;48;0;2298;3;1;0;0;2;17;0;2;15;2496;0;73;2423;11;0;0;11;1165;25;1089;20;31;
3173051007;DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;KEDOYA SELATAN;2475;0;161;5;2309;17;0;0;0;17;35;0;2;33;3471;0;101;3370;26;0;0;26;1227;27;1142;32;26;
3173051006;DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;KEDOYA UTARA;2954;1;163;2;2788;8;0;0;0;8;42;0;2;40;4871;0;161;4710;31;0;0;31;1663;40;1566;26;31;
3173051004;DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;KELAPA DUA;1948;0;109;0;1839;7;0;0;0;7;26;0;5;21;2944;0;97;2847;30;0;0;30;1054;16;987;15;36;
3175091003;DKI JAKARTA;JAKARTA TIMUR;CIRACAS;KELAPA DUA WETAN;3630;0;108;1;3521;32;4;0;0;28;34;0;2;32;5170;0;263;4907;42;0;0;42;2097;29;1967;35;66;
3172061003;DKI JAKARTA;JAKARTA UTARA;KELAPA GADING;KELAPA GADING BARAT;5410;0;204;3;5203;16;1;0;1;14;281;0;62;219;5422;0;204;5218;570;0;0;570;2211;33;2109;31;38;
3172061001;DKI JAKARTA;JAKARTA UTARA;KELAPA GADING;KELAPA GADING TIMUR;4721;0;172;2;4547;22;0;0;0;22;224;0;66;158;5464;0;201;5263;338;0;0;338;2067;23;1960;37;47;
3173071005;DKI JAKARTA;JAKARTA BARAT;PALMERAH;KEMANGGISAN;3200;0;136;6;3058;6;0;0;0;6;42;0;4;38;3940;0;113;3827;63;0;0;63;1594;22;1506;33;33;
3171031001;DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;3080;0;55;3;3022;11;1;0;0;10;110;0;56;54;4441;0;218;4223;52;0;0;52;1537;53;1447;26;11;
3173081006;DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;KEMBANGAN SELATAN;2225;0;144;1;2080;8;0;0;0;8;39;0;3;36;3156;0;131;3025;59;0;0;59;1161;29;1098;15;19;
3173081001;DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;KEMBANGAN UTARA;3075;0;167;3;2905;18;0;0;1;17;31;0;5;26;5366;0;198;5168;18;0;0;18;1828;21;1730;29;48;
3171041002;DKI JAKARTA;JAKARTA PUSAT;SENEN;KENARI;1190;0;63;1;1126;6;0;0;0;6;34;0;2;32;1948;0;54;1894;63;0;0;63;603;8;572;6;17;
3173041005;DKI JAKARTA;JAKARTA BARAT;TAMBORA;KERENDANG;1571;0;28;2;1541;3;0;0;0;3;69;0;13;56;1235;0;40;1195;9;0;0;9;575;9;543;12;11;
3175071003;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;KLENDER;3680;0;144;2;3534;47;8;0;0;39;72;0;5;67;6413;0;155;6258;78;0;0;78;2410;25;2278;54;53;
3172031001;DKI JAKARTA;JAKARTA UTARA;KOJA;KOJA;2064;0;77;0;1987;3;0;0;0;3;39;0;6;33;2636;0;83;2553;79;0;0;79;1124;24;1066;23;11;
3173071006;DKI JAKARTA;JAKARTA BARAT;PALMERAH;KOTA BAMBU SELATAN;2165;1;130;5;2029;3;0;0;0;3;6;0;2;4;2692;0;84;2608;74;0;0;74;899;12;832;19;36;
3173071003;DKI JAKARTA;JAKARTA BARAT;PALMERAH;KOTA BAMBU UTARA;2034;4;71;11;1948;7;1;0;0;6;41;0;2;39;2919;0;64;2855;60;0;0;60;987;33;897;20;37;
3171041004;DKI JAKARTA;JAKARTA PUSAT;SENEN;KRAMAT;2107;0;97;6;2004;20;1;0;0;19;57;0;8;49;2931;0;42;2889;66;0;0;66;1044;13;987;30;14;
3175041001;DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;2300;0;123;1;2176;16;0;0;0;16;51;0;5;46;3742;0;90;3652;39;0;0;39;1819;25;1731;35;28;
3174071003;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;KRAMAT PELA;1603;0;65;0;1538;0;0;0;0;0;61;0;6;55;1933;0;44;1889;14;0;0;14;540;12;518;6;4;
3173031002;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;KRUKUT;1718;0;93;6;1619;4;1;0;0;3;11;0;0;11;1716;0;45;1671;19;0;0;19;621;16;593;7;5;
3174031005;DKI JAKARTA;JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;1051;0;52;1;998;5;0;0;0;5;87;0;3;84;2305;0;23;2282;7;0;0;7;540;7;518;5;10;
3174021008;DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;KUNINGAN TIMUR;1352;0;67;1;1284;4;0;0;0;4;522;0;240;282;3810;0;919;2891;12;0;0;12;784;51;714;6;13;
3171041005;DKI JAKARTA;JAKARTA PUSAT;SENEN;KWITANG;1078;0;65;0;1013;17;0;0;0;17;29;0;0;29;1659;0;34;1625;24;0;0;24;551;9;517;13;12;
3172031003;DKI JAKARTA;JAKARTA UTARA;KOJA;LAGOA;3611;0;147;1;3463;16;0;0;0;16;35;0;5;30;3079;0;92;2987;125;0;0;125;2012;29;1931;39;13;
3174061002;DKI JAKARTA;JAKARTA SELATAN;CILANDAK;LEBAK BULUS;3907;1;169;2;3735;14;2;0;0;12;457;0;22;435;12686;0;337;12349;24;0;0;24;2059;28;1957;37;37;
3174091004;DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;LENTENG AGUNG;3693;1;106;0;3586;23;3;0;0;20;20;0;0;20;3792;0;115;3677;25;0;0;25;2100;19;2016;27;38;
LUAR DKI JAKARTA;LUAR DKI JAKARTA;LUAR DKI JAKARTA;LUAR DKI JAKARTA;LUAR DKI JAKARTA;306780;19;23532;98;283131;1845;240;0;15;1590;23758;0;2944;20814;430957;0;22151;408806;5808;0;0;5808;35253;954;33118;306;875;
3175101007;DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;5174;0;146;3;5025;57;14;0;0;43;46;0;5;41;4548;0;136;4412;54;0;0;54;2774;46;2581;33;114;
3175081001;DKI JAKARTA;JAKARTA TIMUR;MAKASAR;MAKASAR;2579;0;79;1;2499;16;1;0;0;15;36;0;4;32;4843;0;96;4747;33;0;0;33;1916;18;1816;37;45;
3175071006;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;MALAKA JAYA;1691;0;55;2;1634;30;4;0;0;26;38;0;3;35;3883;0;98;3785;30;0;0;30;1598;24;1515;35;24;
3175071005;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;MALAKA SARI;1721;0;75;1;1645;35;6;0;0;29;28;0;0;28;3588;0;94;3494;29;0;0;29;1490;18;1400;40;32;
3174031001;DKI JAKARTA;JAKARTA SELATAN;MAMPANG PRAPATAN;MAMPANG PRAPATAN;1855;1;62;2;1790;17;1;0;0;16;22;0;2;20;3303;0;105;3198;20;0;0;20;1301;16;1238;23;24;
3173031005;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;MANGGA BESAR;804;0;43;1;760;1;0;0;0;1;150;0;2;148;898;0;14;884;9;0;0;9;419;13;396;7;3;
3171021005;DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;MANGGA DUA SELATAN;3440;1;391;1;3047;18;0;0;0;18;122;0;102;20;3331;0;163;3168;29;0;0;29;943;13;901;13;16;
3174011007;DKI JAKARTA;JAKARTA SELATAN;TEBET;MANGGARAI;1946;0;53;0;1893;32;1;0;0;31;40;0;10;30;2082;0;61;2021;37;0;0;37;896;4;870;13;9;
3174011006;DKI JAKARTA;JAKARTA SELATAN;TEBET;MANGGARAI SELATAN;1723;0;61;2;1660;15;1;0;1;13;17;0;4;13;1833;0;60;1773;31;0;0;31;959;12;912;24;11;
3173031003;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;MAPHAR;1271;1;66;1;1203;2;0;0;0;2;28;0;3;25;1618;0;48;1570;47;0;0;47;660;11;623;13;13;
3172041003;DKI JAKARTA;JAKARTA UTARA;CILINCING;MARUNDA;1648;0;27;0;1621;8;0;0;0;8;10;0;1;9;1202;0;22;1180;42;0;0;42;533;7;515;8;3;
3174071001;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;MELAWAI;760;0;29;0;731;2;0;0;0;2;330;0;4;326;1809;0;39;1770;3;0;0;3;269;1;263;3;2;
3171061001;DKI JAKARTA;JAKARTA PUSAT;MENTENG;MENTENG;2820;0;131;2;2687;44;2;0;0;42;231;0;84;147;3603;0;135;3468;45;0;0;45;1155;24;1088;25;18;
3174021005;DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;MENTENG ATAS;2620;0;72;3;2545;12;1;0;0;11;97;0;6;91;4056;0;58;3998;56;0;0;56;1332;11;1280;22;19;
3174011003;DKI JAKARTA;JAKARTA SELATAN;TEBET;MENTENG DALAM;3224;0;131;4;3089;23;0;0;1;22;2919;0;597;2322;5271;0;149;5122;62;0;0;62;1629;30;1532;30;37;
3173081003;DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;MERUYA SELATAN;2522;0;109;1;2412;10;1;0;0;9;22;0;4;18;3122;0;100;3022;27;0;0;27;1587;21;1500;21;45;
3173081002;DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;MERUYA UTARA;2958;0;199;6;2753;26;1;0;1;24;28;0;5;23;4063;0;154;3909;19;0;0;19;1851;30;1752;27;42;
3175101004;DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;MUNJUL;1690;0;42;0;1648;38;5;0;0;33;26;0;1;25;2315;0;54;2261;32;0;0;32;1108;2;1074;18;14;
3172051002;DKI JAKARTA;JAKARTA UTARA;PADEMANGAN;PADEMANGAN BARAT;7920;4;194;5;7717;39;1;0;0;38;307;0;42;265;6086;0;199;5887;58;0;0;58;2368;33;2249;54;32;
3172051001;DKI JAKARTA;JAKARTA UTARA;PADEMANGAN;PADEMANGAN TIMUR;19171;0;2370;2;16799;28;1;0;0;27;4662;0;75;4587;18891;0;1234;17657;46;0;0;46;2453;23;2256;24;150;
3175011004;DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;PAL MERIAM;1949;0;73;2;1874;18;2;0;0;16;77;0;3;74;2238;0;73;2165;96;0;0;96;788;9;753;14;12;
3173071001;DKI JAKARTA;JAKARTA BARAT;PALMERAH;PALMERAH;5928;0;185;2;5741;18;0;0;0;18;54;0;2;52;7541;0;236;7305;97;0;0;97;2833;51;2637;62;83;
3174081001;DKI JAKARTA;JAKARTA SELATAN;PANCORAN;PANCORAN;2153;1;50;0;2102;5;0;0;0;5;53;0;7;46;2200;0;64;2136;13;0;0;13;1068;11;1011;18;28;
3172021003;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;PAPANGGO;3066;0;87;0;2979;4;0;0;0;4;65;0;3;62;3025;0;76;2949;98;0;0;98;1217;18;1165;25;9;
3171021001;DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;1557;0;139;2;1416;13;0;0;0;13;80;0;4;76;2788;0;51;2737;20;0;0;20;787;10;746;13;18;
3174021006;DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;PASAR MANGGIS;2293;0;54;3;2236;16;1;0;0;15;47;0;1;46;2815;0;40;2775;27;0;0;27;990;7;944;27;12;
3174041001;DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;PASAR MINGGU;3382;1;74;1;3306;15;4;0;0;11;22;0;1;21;3253;0;69;3184;35;0;0;35;1571;18;1498;33;22;
3171041003;DKI JAKARTA;JAKARTA PUSAT;SENEN;PASEBAN;2457;0;90;1;2366;64;1;0;0;63;243;0;0;243;4413;0;110;4303;247;0;0;247;1317;28;1238;22;29;
3173061005;DKI JAKARTA;JAKARTA BARAT;KALI DERES;PEGADUNGAN;4131;1;226;7;3897;12;0;0;0;12;101;0;13;88;6402;0;218;6184;27;0;0;27;2119;47;1988;31;53;
3171061002;DKI JAKARTA;JAKARTA PUSAT;MENTENG;PEGANGSAAN;1986;0;86;2;1898;18;1;0;0;17;68;0;1;67;2825;0;84;2741;75;0;0;75;1113;8;1067;25;13;
3172061002;DKI JAKARTA;JAKARTA UTARA;KELAPA GADING;PEGANGSAAN DUA;5586;1;231;1;5353;19;1;0;0;18;142;0;27;115;5872;0;180;5692;419;0;0;419;2222;25;2108;39;50;
3172011004;DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;PEJAGALAN;4505;0;231;2;4272;15;1;0;0;14;170;0;18;152;5703;0;201;5502;50;0;0;50;2575;42;2432;37;64;
3174041006;DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;PEJATEN BARAT;3711;1;155;2;3553;31;7;0;0;24;21;0;4;17;4535;0;147;4388;93;0;0;93;1861;36;1746;27;52;
3174041005;DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;3750;3;115;1;3631;20;4;0;0;16;29;0;3;26;4151;0;125;4026;53;0;0;53;2039;21;1924;55;39;
3175051005;DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;PEKAYON;3769;0;79;1;3689;47;2;0;0;45;59;0;5;54;2419;0;78;2341;27;0;0;27;1528;20;1463;22;23;
3173041009;DKI JAKARTA;JAKARTA BARAT;TAMBORA;PEKOJAN;1654;0;48;2;1604;7;0;0;0;7;34;0;2;32;1516;0;57;1459;19;0;0;19;819;20;759;13;27;
3174031003;DKI JAKARTA;JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;3220;1;156;2;3061;30;1;0;0;29;36;0;2;34;5791;0;161;5630;14;0;0;14;2086;24;1991;44;27;
3174081005;DKI JAKARTA;JAKARTA SELATAN;PANCORAN;PENGADEGAN;1574;1;87;2;1484;13;3;0;0;10;22;0;1;21;2410;0;84;2326;15;0;0;15;1082;15;1018;18;31;
3175061003;DKI JAKARTA;JAKARTA TIMUR;CAKUNG;PENGGILINGAN;4345;1;164;1;4179;138;35;0;0;103;61;0;3;58;6750;0;197;6553;127;0;0;127;3063;43;2891;52;77;
3172011001;DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;PENJARINGAN;7400;0;192;4;7204;17;0;0;1;16;5097;0;554;4543;8390;0;192;8198;127;0;0;127;2460;57;2292;39;72;
3174101001;DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;PESANGGRAHAN;3351;1;145;4;3201;8;0;0;1;7;128;0;14;114;3022;0;96;2926;23;0;0;23;1113;15;1057;16;25;
3171071004;DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;PETAMBURAN;2782;0;76;7;2699;7;0;0;0;7;104;0;5;99;3014;0;77;2937;29;0;0;29;1392;30;1290;30;42;
3174071008;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;PETOGOGAN;1181;0;43;0;1138;4;0;0;0;4;14;0;3;11;1144;0;52;1092;5;0;0;5;557;4;532;8;13;
3171011004;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;1826;0;85;1;1740;11;3;0;0;8;71;0;3;68;2711;0;159;2552;23;0;0;23;863;9;808;15;31;
3171011003;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;PETOJO UTARA;1559;2;62;3;1492;10;0;0;0;10;124;0;1;123;2057;0;72;1985;34;0;0;34;619;6;585;9;19;
3174101004;DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN SELATAN;3910;0;138;2;3770;3;0;0;0;3;79;0;24;55;3186;0;97;3089;17;0;0;17;1410;25;1324;20;41;
3174101003;DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN UTARA;4732;0;222;4;4506;21;3;0;0;18;351;0;52;299;4893;0;134;4759;19;0;0;19;2090;16;2004;22;48;
3175081002;DKI JAKARTA;JAKARTA TIMUR;MAKASAR;PINANG RANTI;1937;0;97;1;1839;20;1;0;0;19;14;0;1;13;2917;0;66;2851;38;0;0;38;1266;13;1204;24;25;
3173031008;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;PINANGSIA;1060;1;53;1;1005;3;1;0;0;2;12;0;0;12;962;0;20;942;9;0;0;9;389;8;369;5;7;
3175011001;DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;PISANGAN BARU;1697;0;68;3;1626;22;3;0;0;19;59;0;4;55;2532;0;70;2462;46;0;0;46;1142;6;1089;28;19;
3175021002;DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;PISANGAN TIMUR;2563;0;110;4;2449;33;2;0;0;31;41;0;4;37;4602;0;86;4516;55;0;0;55;1733;14;1671;19;29;
3172011005;DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;PLUIT;5818;0;276;4;5538;10;1;0;0;9;298;0;75;223;7654;0;369;7285;46;0;0;46;2146;57;2022;24;43;
3175071002;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;PONDOK BAMBU;4482;0;203;1;4278;47;1;0;0;46;184;0;15;169;7293;0;226;7067;74;0;0;74;2874;29;2739;60;46;
3175071004;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;PONDOK KELAPA;4397;0;208;0;4189;55;6;0;1;48;173;0;3;170;7914;0;217;7697;71;0;0;71;2841;51;2688;45;57;
3175071007;DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;PONDOK KOPI;1857;0;58;1;1798;34;8;0;0;26;37;0;7;30;3375;0;79;3296;30;0;0;30;1362;10;1295;35;22;
3174061003;DKI JAKARTA;JAKARTA SELATAN;CILANDAK;PONDOK LABU;4235;4;142;1;4088;21;1;0;0;20;96;0;5;91;5281;0;176;5105;40;0;0;40;1930;15;1842;29;44;
3174051002;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;6565;0;313;4;6248;19;1;0;0;18;133;0;25;108;6183;0;541;5642;29;0;0;29;2460;44;2306;43;67;
3175101003;DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;PONDOK RANGGON;1484;0;55;3;1426;32;7;0;0;25;8;0;0;8;2765;0;72;2693;26;0;0;26;1177;8;1116;9;44;
PROSES UPDATE DATA;PROSES UPDATE DATA;PROSES UPDATE DATA;PROSES UPDATE DATA;PROSES UPDATE DATA;64392;4;346;1700;62342;8712;14;0;8552;146;854;0;56;798;75709;0;721;74988;862;0;1;861;44535;286;43548;617;84;
3101011003;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTARA;PULAU HARAPAN;255;0;7;0;248;0;0;0;0;0;1;0;0;1;248;0;10;238;0;0;0;0;56;1;52;3;0;
3101011002;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTARA;PULAU KELAPA;423;0;9;1;413;0;0;0;0;0;9;0;4;5;542;0;12;530;1;0;0;1;82;0;82;0;0;
3101011001;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTARA;PULAU PANGGANG;951;0;22;1;928;0;0;0;0;0;2;0;0;2;550;0;37;513;4;0;0;4;199;0;197;2;0;
3101021003;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU SELATAN;PULAU PARI;441;0;4;0;437;0;0;0;0;0;2;0;0;2;465;0;18;447;1;0;0;1;63;0;62;0;1;
3101021002;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU SELATAN;PULAU TIDUNG;677;0;12;0;665;1;0;0;1;0;5;0;0;5;1101;0;13;1088;1;0;0;1;146;0;143;3;0;
3101021001;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU SELATAN;PULAU UNTUNG JAWA;355;0;4;0;351;0;0;0;0;0;1;0;0;1;321;0;4;317;0;0;0;0;37;0;36;0;1;
3174071007;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;PULO;1341;0;27;1;1313;5;0;0;0;5;173;0;2;171;1638;0;41;1597;2;0;0;2;402;5;384;5;8;
3175021001;DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;PULO GADUNG;2337;0;106;2;2229;22;0;0;0;22;56;0;3;53;3593;0;86;3507;103;0;0;103;1290;26;1200;25;39;
3175061005;DKI JAKARTA;JAKARTA TIMUR;CAKUNG;PULO GEBANG;4213;0;167;2;4044;86;15;0;0;71;29;0;1;28;6448;0;148;6300;122;0;0;122;2878;32;2743;52;51;
3174041004;DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;RAGUNAN;4817;0;146;2;4669;13;5;0;0;8;35;0;3;32;3871;0;125;3746;37;0;0;37;1854;21;1751;34;48;
3175091005;DKI JAKARTA;JAKARTA TIMUR;CIRACAS;RAMBUTAN;2872;0;68;1;2803;21;3;0;0;18;20;0;1;19;3458;0;100;3358;36;0;0;36;1378;17;1317;28;16;
3172031006;DKI JAKARTA;JAKARTA UTARA;KOJA;RAWA BADAK SELATAN;2732;0;104;2;2626;8;1;0;0;7;17;0;1;16;2066;0;57;2009;89;0;0;89;1329;16;1273;19;21;
3172031004;DKI JAKARTA;JAKARTA UTARA;KOJA;RAWA BADAK UTARA;2813;0;100;1;2712;10;1;0;0;9;30;0;3;27;2199;0;75;2124;132;0;0;132;1169;19;1119;19;12;
3174071005;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;RAWA BARAT;828;0;42;1;785;5;3;0;0;2;11;0;5;6;846;0;39;807;3;0;0;3;348;2;334;7;5;
3173011003;DKI JAKARTA;JAKARTA BARAT;CENGKARENG;RAWA BUAYA;3056;0;147;2;2907;7;1;0;0;6;24;0;0;24;3821;0;113;3708;10;0;0;10;1769;29;1656;35;49;
